image_id,label_file,class_id,class_name,x_center_norm,y_center_norm,width_norm,height_norm,x_min_norm,y_min_norm,x_max_norm,y_max_norm,x_center_px,y_center_px,width_px,height_px,image_width,image_height,bbox_area_norm
coloured_noised_diana_1_00027,..\mid_dataset\labels\coloured_noised_diana_1_00027.txt,1,diana,0.08227,0.917092,0.077806,0.079082,0.043366999999999996,0.877551,0.121173,0.9566330000000001,29.617199999999997,330.15312,28.01016,28.46952,360,360,0.006153054092
coloured_noised_diana_1_00028,..\mid_dataset\labels\coloured_noised_diana_1_00028.txt,1,diana,0.082908,0.917092,0.079082,0.076531,0.043366999999999996,0.8788265000000001,0.122449,0.9553575,29.84688,330.15312,28.46952,27.55116,360,360,0.006052224542
coloured_noised_diana_1_00029,..\mid_dataset\labels\coloured_noised_diana_1_00029.txt,1,diana,0.08227,0.915816,0.075255,0.079082,0.044642499999999995,0.8762749999999999,0.11989749999999999,0.955357,29.617199999999997,329.69376,27.0918,28.46952,360,360,0.00595131591
coloured_noised_diana_1_00030,..\mid_dataset\labels\coloured_noised_diana_1_00030.txt,1,diana,0.084184,0.919643,0.079082,0.076531,0.044642999999999995,0.8813775,0.123725,0.9579084999999999,30.30624,331.07148,28.46952,27.55116,360,360,0.006052224542
coloured_noised_diana_1_00031,..\mid_dataset\labels\coloured_noised_diana_1_00031.txt,1,diana,0.083546,0.918367,0.072704,0.081633,0.04719399999999999,0.8775505,0.119898,0.9591835000000001,30.076559999999997,330.61212,26.173440000000003,29.38788,360,360,0.005935045632
coloured_noised_diana_1_00032,..\mid_dataset\labels\coloured_noised_diana_1_00032.txt,1,diana,0.08227,0.917092,0.075255,0.076531,0.044642499999999995,0.8788265000000001,0.11989749999999999,0.9553575,29.617199999999997,330.15312,27.0918,27.55116,360,360,0.0057593404050000005
coloured_noised_diana_1_00033,..\mid_dataset\labels\coloured_noised_diana_1_00033.txt,1,diana,0.08227,0.919643,0.075255,0.079082,0.044642499999999995,0.8801019999999999,0.11989749999999999,0.959184,29.617199999999997,331.07148,27.0918,28.46952,360,360,0.00595131591
coloured_noised_diana_1_00034,..\mid_dataset\labels\coloured_noised_diana_1_00034.txt,1,diana,0.081633,0.920281,0.07398,0.075255,0.044642999999999995,0.8826535,0.118623,0.9579085,29.38788,331.30116,26.632800000000003,27.0918,360,360,0.005567364900000001
coloured_noised_diana_1_00035,..\mid_dataset\labels\coloured_noised_diana_1_00035.txt,1,diana,0.084184,0.917092,0.07398,0.076531,0.04719399999999999,0.8788265000000001,0.121174,0.9553575,30.30624,330.15312,26.632800000000003,27.55116,360,360,0.00566176338
coloured_noised_diana_1_00036,..\mid_dataset\labels\coloured_noised_diana_1_00036.txt,1,diana,0.082908,0.915816,0.07398,0.076531,0.045917999999999994,0.8775505,0.119898,0.9540814999999999,29.84688,329.69376,26.632800000000003,27.55116,360,360,0.00566176338
coloured_noised_diana_1_00037,..\mid_dataset\labels\coloured_noised_diana_1_00037.txt,1,diana,0.080357,0.918367,0.076531,0.07398,0.0420915,0.8813770000000001,0.11862249999999999,0.955357,28.92852,330.61212,27.55116,26.632800000000003,360,360,0.00566176338
coloured_noised_diana_1_00038,..\mid_dataset\labels\coloured_noised_diana_1_00038.txt,1,diana,0.080995,0.919005,0.075255,0.075255,0.043367499999999996,0.8813774999999999,0.11862249999999999,0.9566325,29.1582,330.8418,27.0918,27.0918,360,360,0.005663315025000001
coloured_noised_diana_1_00039,..\mid_dataset\labels\coloured_noised_diana_1_00039.txt,1,diana,0.079719,0.919005,0.077806,0.077806,0.040816,0.8801019999999999,0.118622,0.957908,28.69884,330.8418,28.01016,28.01016,360,360,0.006053773636
coloured_noised_diana_1_00040,..\mid_dataset\labels\coloured_noised_diana_1_00040.txt,1,diana,0.08227,0.918367,0.075255,0.079082,0.044642499999999995,0.878826,0.11989749999999999,0.9579080000000001,29.617199999999997,330.61212,27.0918,28.46952,360,360,0.00595131591
coloured_noised_diana_1_00041,..\mid_dataset\labels\coloured_noised_diana_1_00041.txt,1,diana,0.082908,0.919005,0.079082,0.080357,0.043366999999999996,0.8788265,0.122449,0.9591835,29.84688,330.8418,28.46952,28.92852,360,360,0.0063547922739999995
coloured_noised_diana_1_00042,..\mid_dataset\labels\coloured_noised_diana_1_00042.txt,1,diana,0.080357,0.91773,0.079082,0.080357,0.040816,0.8775515,0.119898,0.9579085,28.92852,330.38280000000003,28.46952,28.92852,360,360,0.0063547922739999995
coloured_noised_diana_1_00043,..\mid_dataset\labels\coloured_noised_diana_1_00043.txt,1,diana,0.080357,0.91773,0.079082,0.080357,0.040816,0.8775515,0.119898,0.9579085,28.92852,330.38280000000003,28.46952,28.92852,360,360,0.0063547922739999995
coloured_noised_diana_1_00044,..\mid_dataset\labels\coloured_noised_diana_1_00044.txt,1,diana,0.081633,0.91773,0.076531,0.080357,0.043367499999999996,0.8775515,0.11989849999999999,0.9579085,29.38788,330.38280000000003,27.55116,28.92852,360,360,0.006149801567
coloured_noised_diana_1_00045,..\mid_dataset\labels\coloured_noised_diana_1_00045.txt,1,diana,0.082908,0.91773,0.076531,0.077806,0.044642499999999995,0.878827,0.12117349999999999,0.9566330000000001,29.84688,330.38280000000003,27.55116,28.01016,360,360,0.005954570986000001
coloured_noised_diana_1_00046,..\mid_dataset\labels\coloured_noised_diana_1_00046.txt,1,diana,0.080357,0.919005,0.076531,0.080357,0.0420915,0.8788265,0.11862249999999999,0.9591835,28.92852,330.8418,27.55116,28.92852,360,360,0.006149801567
coloured_noised_diana_1_00047,..\mid_dataset\labels\coloured_noised_diana_1_00047.txt,1,diana,0.080357,0.919005,0.079082,0.080357,0.040816,0.8788265,0.119898,0.9591835,28.92852,330.8418,28.46952,28.92852,360,360,0.0063547922739999995
coloured_noised_diana_1_00048,..\mid_dataset\labels\coloured_noised_diana_1_00048.txt,1,diana,0.082908,0.915179,0.07398,0.077806,0.045917999999999994,0.8762759999999999,0.119898,0.954082,29.84688,329.46443999999997,26.632800000000003,28.01016,360,360,0.00575608788
coloured_noised_diana_1_00049,..\mid_dataset\labels\coloured_noised_diana_1_00049.txt,1,diana,0.080357,0.920281,0.076531,0.080357,0.0420915,0.8801025,0.11862249999999999,0.9604595,28.92852,331.30116,27.55116,28.92852,360,360,0.006149801567
coloured_noised_diana_1_00050,..\mid_dataset\labels\coloured_noised_diana_1_00050.txt,1,diana,0.081633,0.91773,0.079082,0.077806,0.042092,0.878827,0.121174,0.9566330000000001,29.38788,330.38280000000003,28.46952,28.01016,360,360,0.006153054092
coloured_noised_diana_1_00051,..\mid_dataset\labels\coloured_noised_diana_1_00051.txt,1,diana,0.083546,0.918367,0.082908,0.081633,0.042092,0.8775505,0.125,0.9591835000000001,30.076559999999997,330.61212,29.84688,29.38788,360,360,0.006768028763999999
coloured_noised_diana_1_00052,..\mid_dataset\labels\coloured_noised_diana_1_00052.txt,1,diana,0.081633,0.919005,0.07398,0.082908,0.044642999999999995,0.877551,0.118623,0.960459,29.38788,330.8418,26.632800000000003,29.84688,360,360,0.00613353384
coloured_noised_diana_1_00053,..\mid_dataset\labels\coloured_noised_diana_1_00053.txt,1,diana,0.083546,0.919643,0.075255,0.076531,0.045918499999999994,0.8813775,0.12117349999999999,0.9579084999999999,30.076559999999997,331.07148,27.0918,27.55116,360,360,0.0057593404050000005
coloured_noised_diana_1_00054,..\mid_dataset\labels\coloured_noised_diana_1_00054.txt,1,diana,0.082908,0.91773,0.07398,0.072704,0.045917999999999994,0.881378,0.119898,0.9540820000000001,29.84688,330.38280000000003,26.632800000000003,26.173440000000003,360,360,0.005378641920000001
coloured_noised_diana_1_00055,..\mid_dataset\labels\coloured_noised_diana_1_00055.txt,1,diana,0.08227,0.918367,0.070153,0.07398,0.0471935,0.8813770000000001,0.11734649999999999,0.955357,29.617199999999997,330.61212,25.255079999999996,26.632800000000003,360,360,0.00518991894
coloured_noised_diana_1_00056,..\mid_dataset\labels\coloured_noised_diana_1_00056.txt,1,diana,0.08227,0.91773,0.072704,0.075255,0.045917999999999994,0.8801025,0.118622,0.9553575000000001,29.617199999999997,330.38280000000003,26.173440000000003,27.0918,360,360,0.005471339520000001
coloured_noised_diana_1_00057,..\mid_dataset\labels\coloured_noised_diana_1_00057.txt,1,diana,0.082908,0.91773,0.07398,0.075255,0.045917999999999994,0.8801025,0.119898,0.9553575000000001,29.84688,330.38280000000003,26.632800000000003,27.0918,360,360,0.005567364900000001
coloured_noised_diana_1_00058,..\mid_dataset\labels\coloured_noised_diana_1_00058.txt,1,diana,0.080357,0.916454,0.076531,0.075255,0.0420915,0.8788265,0.11862249999999999,0.9540815,28.92852,329.92343999999997,27.55116,27.0918,360,360,0.0057593404050000005
coloured_noised_diana_1_00059,..\mid_dataset\labels\coloured_noised_diana_1_00059.txt,1,diana,0.08227,0.918367,0.075255,0.079082,0.044642499999999995,0.878826,0.11989749999999999,0.9579080000000001,29.617199999999997,330.61212,27.0918,28.46952,360,360,0.00595131591
coloured_noised_diana_1_00060,..\mid_dataset\labels\coloured_noised_diana_1_00060.txt,1,diana,0.081633,0.919005,0.07398,0.077806,0.044642999999999995,0.8801019999999999,0.118623,0.957908,29.38788,330.8418,26.632800000000003,28.01016,360,360,0.00575608788
coloured_noised_diana_1_00061,..\mid_dataset\labels\coloured_noised_diana_1_00061.txt,1,diana,0.08227,0.918367,0.075255,0.076531,0.044642499999999995,0.8801015000000001,0.11989749999999999,0.9566325,29.617199999999997,330.61212,27.0918,27.55116,360,360,0.0057593404050000005
coloured_noised_diana_1_00062,..\mid_dataset\labels\coloured_noised_diana_1_00062.txt,1,diana,0.082908,0.918367,0.07398,0.076531,0.045917999999999994,0.8801015000000001,0.119898,0.9566325,29.84688,330.61212,26.632800000000003,27.55116,360,360,0.00566176338
coloured_noised_diana_1_00063,..\mid_dataset\labels\coloured_noised_diana_1_00063.txt,1,diana,0.081633,0.91773,0.076531,0.077806,0.043367499999999996,0.878827,0.11989849999999999,0.9566330000000001,29.38788,330.38280000000003,27.55116,28.01016,360,360,0.005954570986000001
coloured_noised_diana_1_00064,..\mid_dataset\labels\coloured_noised_diana_1_00064.txt,1,diana,0.080995,0.918367,0.077806,0.079082,0.042092,0.878826,0.119898,0.9579080000000001,29.1582,330.61212,28.01016,28.46952,360,360,0.006153054092
coloured_noised_diana_1_00065,..\mid_dataset\labels\coloured_noised_diana_1_00065.txt,1,diana,0.081633,0.91773,0.079082,0.077806,0.042092,0.878827,0.121174,0.9566330000000001,29.38788,330.38280000000003,28.46952,28.01016,360,360,0.006153054092
coloured_noised_diana_1_00066,..\mid_dataset\labels\coloured_noised_diana_1_00066.txt,1,diana,0.082908,0.919643,0.079082,0.081633,0.043366999999999996,0.8788265,0.122449,0.9604595,29.84688,331.07148,28.46952,29.38788,360,360,0.006455700906
coloured_noised_diana_1_00067,..\mid_dataset\labels\coloured_noised_diana_1_00067.txt,1,diana,0.084184,0.917092,0.079082,0.081633,0.044642999999999995,0.8762755,0.123725,0.9579085,30.30624,330.15312,28.46952,29.38788,360,360,0.006455700906
coloured_noised_diana_1_00068,..\mid_dataset\labels\coloured_noised_diana_1_00068.txt,1,diana,0.08801,0.915179,0.081633,0.077806,0.047193500000000006,0.8762759999999999,0.1288265,0.954082,31.683600000000002,329.46443999999997,29.38788,28.01016,360,360,0.006351537198
coloured_noised_diana_1_00069,..\mid_dataset\labels\coloured_noised_diana_1_00069.txt,1,diana,0.08801,0.912628,0.081633,0.080357,0.047193500000000006,0.8724495,0.1288265,0.9528065,31.683600000000002,328.54608,29.38788,28.92852,360,360,0.006559782980999999
coloured_noised_diana_1_00070,..\mid_dataset\labels\coloured_noised_diana_1_00070.txt,1,diana,0.092474,0.913265,0.082908,0.084184,0.05102,0.871173,0.133928,0.955357,33.29064,328.7754,29.84688,30.30624,360,360,0.006979527071999999
coloured_noised_diana_1_00071,..\mid_dataset\labels\coloured_noised_diana_1_00071.txt,1,diana,0.095663,0.909439,0.079082,0.079082,0.056122,0.869898,0.135204,0.94898,34.43868,327.39804,28.46952,28.46952,360,360,0.006253962724
coloured_noised_diana_1_00072,..\mid_dataset\labels\coloured_noised_diana_1_00072.txt,1,diana,0.100765,0.908163,0.079082,0.086735,0.061223999999999994,0.8647955,0.140306,0.9515305000000001,36.2754,326.93868000000003,28.46952,31.224600000000002,360,360,0.006859177270000001
coloured_noised_diana_1_00073,..\mid_dataset\labels\coloured_noised_diana_1_00073.txt,1,diana,0.10523,0.90625,0.082908,0.082908,0.063776,0.864796,0.146684,0.947704,37.8828,326.25,29.84688,29.84688,360,360,0.006873736463999999
coloured_noised_diana_1_00074,..\mid_dataset\labels\coloured_noised_diana_1_00074.txt,1,diana,0.107781,0.905612,0.077806,0.081633,0.068878,0.8647954999999999,0.146684,0.9464285,38.80116,326.02031999999997,28.01016,29.38788,360,360,0.006351537198
coloured_noised_diana_1_00075,..\mid_dataset\labels\coloured_noised_diana_1_00075.txt,1,diana,0.110332,0.90051,0.077806,0.086735,0.07142899999999999,0.8571425,0.149235,0.9438775,39.71952,324.1836,28.01016,31.224600000000002,360,360,0.00674850341
coloured_noised_diana_1_00076,..\mid_dataset\labels\coloured_noised_diana_1_00076.txt,1,diana,0.114158,0.899235,0.082908,0.084184,0.07270399999999999,0.857143,0.155612,0.941327,41.09688,323.7246,29.84688,30.30624,360,360,0.006979527071999999
coloured_noised_diana_1_00077,..\mid_dataset\labels\coloured_noised_diana_1_00077.txt,1,diana,0.11926,0.896684,0.080357,0.086735,0.0790815,0.8533165,0.1594385,0.9400515,42.9336,322.80624,28.92852,31.224600000000002,360,360,0.006969764395
coloured_noised_diana_1_00078,..\mid_dataset\labels\coloured_noised_diana_1_00078.txt,1,diana,0.123087,0.89477,0.077806,0.085459,0.08418400000000001,0.8520405,0.16199,0.9374994999999999,44.31132,322.11719999999997,28.01016,30.76524,360,360,0.006649222953999999
coloured_noised_diana_1_00079,..\mid_dataset\labels\coloured_noised_diana_1_00079.txt,1,diana,0.127551,0.892219,0.079082,0.080357,0.08801,0.8520405,0.167092,0.9323975,45.91836,321.19884,28.46952,28.92852,360,360,0.0063547922739999995
coloured_noised_diana_1_00080,..\mid_dataset\labels\coloured_noised_diana_1_00080.txt,1,diana,0.132015,0.890944,0.080357,0.080357,0.09183649999999999,0.8507655,0.1721935,0.9311225,47.5254,320.73983999999996,28.92852,28.92852,360,360,0.006457247449
coloured_noised_diana_1_00081,..\mid_dataset\labels\coloured_noised_diana_1_00081.txt,1,diana,0.134566,0.887117,0.077806,0.075255,0.095663,0.8494895,0.17346899999999998,0.9247445000000001,48.44376,319.36212,28.01016,27.0918,360,360,0.0058552905300000005
coloured_noised_diana_1_00082,..\mid_dataset\labels\coloured_noised_diana_1_00082.txt,1,diana,0.140306,0.88648,0.079082,0.079082,0.100765,0.846939,0.17984699999999998,0.9260210000000001,50.51015999999999,319.13280000000003,28.46952,28.46952,360,360,0.006253962724
coloured_noised_diana_1_00083,..\mid_dataset\labels\coloured_noised_diana_1_00083.txt,1,diana,0.142219,0.883929,0.080357,0.084184,0.1020405,0.841837,0.18239750000000002,0.926021,51.198840000000004,318.21443999999997,28.92852,30.30624,360,360,0.006764773688
coloured_noised_diana_1_00084,..\mid_dataset\labels\coloured_noised_diana_1_00084.txt,1,diana,0.14477,0.881378,0.082908,0.084184,0.10331600000000002,0.839286,0.186224,0.92347,52.117200000000004,317.29608,29.84688,30.30624,360,360,0.006979527071999999
coloured_noised_diana_1_00085,..\mid_dataset\labels\coloured_noised_diana_1_00085.txt,1,diana,0.149872,0.880102,0.075255,0.081633,0.1122445,0.8392855,0.1874995,0.9209185000000001,53.953920000000004,316.83672,27.0918,29.38788,360,360,0.006143291415
coloured_noised_diana_1_00086,..\mid_dataset\labels\coloured_noised_diana_1_00086.txt,1,diana,0.151786,0.878827,0.086735,0.084184,0.1084185,0.836735,0.1951535,0.920919,54.64296,316.37772,31.224600000000002,30.30624,360,360,0.00730169924
coloured_noised_diana_1_00087,..\mid_dataset\labels\coloured_noised_diana_1_00087.txt,1,diana,0.155612,0.878827,0.084184,0.076531,0.11352000000000001,0.8405615000000001,0.197704,0.9170925,56.02032,316.37772,30.30624,27.55116,360,360,0.006442685704
coloured_noised_diana_1_00088,..\mid_dataset\labels\coloured_noised_diana_1_00088.txt,1,diana,0.159439,0.877551,0.081633,0.081633,0.11862249999999999,0.8367344999999999,0.2002555,0.9183675,57.39804,315.91836,29.38788,29.38788,360,360,0.006663946689
coloured_noised_diana_1_00089,..\mid_dataset\labels\coloured_noised_diana_1_00089.txt,1,diana,0.164541,0.878189,0.079082,0.080357,0.125,0.8380105,0.20408199999999999,0.9183675,59.234759999999994,316.14804,28.46952,28.92852,360,360,0.0063547922739999995
coloured_noised_diana_1_00090,..\mid_dataset\labels\coloured_noised_diana_1_00090.txt,1,diana,0.166454,0.877551,0.082908,0.076531,0.125,0.8392855,0.20790799999999998,0.9158164999999999,59.92344,315.91836,29.84688,27.55116,360,360,0.006345032148
coloured_noised_diana_1_00091,..\mid_dataset\labels\coloured_noised_diana_1_00091.txt,1,diana,0.174107,0.875638,0.080357,0.082908,0.1339285,0.834184,0.21428550000000002,0.917092,62.678520000000006,315.22968000000003,28.92852,29.84688,360,360,0.006662238155999999
coloured_noised_diana_1_00092,..\mid_dataset\labels\coloured_noised_diana_1_00092.txt,1,diana,0.179209,0.876276,0.075255,0.079082,0.1415815,0.836735,0.21683650000000002,0.9158170000000001,64.51524,315.45936,27.0918,28.46952,360,360,0.00595131591
coloured_noised_diana_1_00093,..\mid_dataset\labels\coloured_noised_diana_1_00093.txt,1,diana,0.183673,0.875638,0.076531,0.077806,0.1454075,0.836735,0.2219385,0.914541,66.12228,315.22968000000003,27.55116,28.01016,360,360,0.005954570986000001
coloured_noised_diana_1_00094,..\mid_dataset\labels\coloured_noised_diana_1_00094.txt,1,diana,0.184949,0.875638,0.076531,0.080357,0.1466835,0.8354595,0.2232145,0.9158165,66.58164000000001,315.22968000000003,27.55116,28.92852,360,360,0.006149801567
coloured_noised_diana_1_00095,..\mid_dataset\labels\coloured_noised_diana_1_00095.txt,1,diana,0.189413,0.876276,0.077806,0.079082,0.15051,0.836735,0.228316,0.9158170000000001,68.18868,315.45936,28.01016,28.46952,360,360,0.006153054092
coloured_noised_diana_1_00096,..\mid_dataset\labels\coloured_noised_diana_1_00096.txt,1,diana,0.193878,0.874362,0.076531,0.080357,0.1556125,0.8341835,0.2321435,0.9145405,69.79608,314.77031999999997,27.55116,28.92852,360,360,0.006149801567
coloured_noised_diana_1_00097,..\mid_dataset\labels\coloured_noised_diana_1_00097.txt,1,diana,0.199617,0.873087,0.077806,0.085459,0.160714,0.8303575,0.23851999999999998,0.9158164999999999,71.86211999999999,314.31131999999997,28.01016,30.76524,360,360,0.006649222953999999
coloured_noised_diana_1_00098,..\mid_dataset\labels\coloured_noised_diana_1_00098.txt,1,diana,0.201531,0.874362,0.086735,0.082908,0.15816349999999998,0.832908,0.2448985,0.915816,72.55116,314.77031999999997,31.224600000000002,29.84688,360,360,0.00719102538
coloured_noised_diana_1_00099,..\mid_dataset\labels\coloured_noised_diana_1_00099.txt,1,diana,0.209821,0.874362,0.077806,0.085459,0.17091800000000001,0.8316325,0.248724,0.9170915,75.53556,314.77031999999997,28.01016,30.76524,360,360,0.006649222953999999
coloured_noised_diana_1_00100,..\mid_dataset\labels\coloured_noised_diana_1_00100.txt,1,diana,0.211097,0.872449,0.082908,0.086735,0.16964300000000002,0.8290815,0.252551,0.9158165,75.99492000000001,314.08164,29.84688,31.224600000000002,360,360,0.00719102538
coloured_noised_diana_1_00101,..\mid_dataset\labels\coloured_noised_diana_1_00101.txt,1,diana,0.215561,0.872449,0.079082,0.079082,0.17602,0.832908,0.255102,0.9119900000000001,77.60196,314.08164,28.46952,28.46952,360,360,0.006253962724
coloured_noised_diana_1_00102,..\mid_dataset\labels\coloured_noised_diana_1_00102.txt,1,diana,0.221301,0.872449,0.077806,0.081633,0.182398,0.8316325,0.260204,0.9132655000000001,79.66835999999999,314.08164,28.01016,29.38788,360,360,0.006351537198
