proj_x,proj_y,method,image_id,image_width,image_height,label_file,cluster_label
-1.8338728,13.0205,UMAP,coloured_noised_diana_1_00104,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00104.txt,1
-1.8338557,13.020522,UMAP,coloured_noised_diana_1_00105,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00105.txt,1
-1.8319855,13.02112,UMAP,coloured_noised_diana_1_00106,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00106.txt,1
16.579453,-6.375906,UMAP,coloured_noised_diana_1_00107,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00107.txt,2
16.577969,-6.377719,UMAP,coloured_noised_diana_1_00108,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00108.txt,2
21.231207,-3.2557824,UMAP,coloured_noised_diana_1_00109,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00109.txt,2
21.230394,-3.2560291,UMAP,coloured_noised_diana_1_00110,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00110.txt,2
21.231333,-3.2558534,UMAP,coloured_noised_diana_1_00111,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00111.txt,2
23.334097,-1.2887257,UMAP,coloured_noised_diana_1_00112,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00112.txt,2
23.334146,-1.2886679,UMAP,coloured_noised_diana_1_00113,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00113.txt,2
17.281847,6.3001137,UMAP,coloured_noised_diana_1_00114,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00114.txt,2
17.284664,6.2959375,UMAP,coloured_noised_diana_1_00115,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00115.txt,2
17.279692,6.301144,UMAP,coloured_noised_diana_1_00116,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00116.txt,2
17.43612,6.073301,UMAP,coloured_noised_diana_1_00117,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00117.txt,2
17.443216,6.0623355,UMAP,coloured_noised_diana_1_00118,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00118.txt,2
17.45114,6.0506043,UMAP,coloured_noised_diana_1_00119,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00119.txt,2
21.220066,4.3744774,UMAP,coloured_noised_diana_1_00120,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00120.txt,2
21.220642,4.3735976,UMAP,coloured_noised_diana_1_00121,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00121.txt,2
21.220625,4.373429,UMAP,coloured_noised_diana_1_00122,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00122.txt,2
13.022893,1.5840273,UMAP,coloured_noised_diana_1_00123,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00123.txt,2
13.023127,1.5836213,UMAP,coloured_noised_diana_1_00124,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00124.txt,2
26.192614,2.884806,UMAP,coloured_noised_diana_1_00125,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00125.txt,2
26.192636,2.8848255,UMAP,coloured_noised_diana_1_00126,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00126.txt,2
23.524807,0.104306415,UMAP,coloured_noised_diana_1_00127,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00127.txt,2
23.525381,0.10418827,UMAP,coloured_noised_diana_1_00128,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00128.txt,2
23.525736,0.10416202,UMAP,coloured_noised_diana_1_00129,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00129.txt,2
23.525896,0.103974134,UMAP,coloured_noised_diana_1_00130,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00130.txt,2
19.969198,-9.033201,UMAP,coloured_noised_diana_1_00131,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00131.txt,2
19.969444,-9.033266,UMAP,coloured_noised_diana_1_00132,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00132.txt,2
12.388347,-9.381206,UMAP,coloured_noised_diana_1_00133,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00133.txt,2
19.96947,-9.033945,UMAP,coloured_noised_diana_1_00134,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00134.txt,2
12.388629,-9.381291,UMAP,coloured_noised_diana_1_00135,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00135.txt,2
12.388791,-9.381137,UMAP,coloured_noised_diana_1_00136,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00136.txt,2
18.969723,11.043769,UMAP,coloured_noised_diana_1_00137,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00137.txt,2
18.975883,11.0455065,UMAP,coloured_noised_diana_1_00138,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00138.txt,2
18.972364,11.04413,UMAP,coloured_noised_diana_1_00139,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00139.txt,2
15.518753,5.555022,UMAP,coloured_noised_diana_1_00140,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00140.txt,2
15.518265,5.554774,UMAP,coloured_noised_diana_1_00141,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00141.txt,2
17.66643,1.0166005,UMAP,coloured_noised_diana_1_00142,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00142.txt,2
17.662933,1.0130054,UMAP,coloured_noised_diana_1_00143,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00143.txt,2
17.65708,1.0052752,UMAP,coloured_noised_diana_1_00144,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00144.txt,2
17.65447,1.0030932,UMAP,coloured_noised_diana_1_00145,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00145.txt,2
22.526056,-6.8768005,UMAP,coloured_noised_diana_1_00146,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00146.txt,2
22.547005,-6.856199,UMAP,coloured_noised_diana_1_00147,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00147.txt,2
22.59072,-6.8123245,UMAP,coloured_noised_diana_1_00148,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00148.txt,2
22.58691,-6.8161964,UMAP,coloured_noised_diana_1_00149,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00149.txt,2
22.564445,-6.838982,UMAP,coloured_noised_diana_1_00150,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00150.txt,2
22.57797,-6.8254232,UMAP,coloured_noised_diana_1_00151,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00151.txt,2
22.593878,-6.809083,UMAP,coloured_noised_diana_1_00152,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00152.txt,2
19.499552,-2.4851449,UMAP,coloured_noised_diana_1_00153,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00153.txt,2
16.342627,0.63209885,UMAP,coloured_noised_diana_1_00154,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00154.txt,2
19.21722,-2.80624,UMAP,coloured_noised_diana_1_00155,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00155.txt,2
20.152933,0.8457943,UMAP,coloured_noised_diana_1_00156,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00156.txt,2
19.483164,-2.504394,UMAP,coloured_noised_diana_1_00157,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00157.txt,2
19.213663,-2.8108482,UMAP,coloured_noised_diana_1_00158,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00158.txt,2
19.484663,-2.5012538,UMAP,coloured_noised_diana_1_00159,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00159.txt,2
19.502602,-2.4819958,UMAP,coloured_noised_diana_1_00160,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00160.txt,2
19.20188,-2.8203938,UMAP,coloured_noised_diana_1_00161,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00161.txt,2
19.215199,-2.806942,UMAP,coloured_noised_diana_1_00162,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00162.txt,2
19.22557,-2.795713,UMAP,coloured_noised_diana_1_00163,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00163.txt,2
19.22925,-2.794742,UMAP,coloured_noised_diana_1_00164,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00164.txt,2
20.153696,0.84605634,UMAP,coloured_noised_diana_1_00165,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00165.txt,2
21.63845,3.3762445,UMAP,coloured_noised_diana_1_00166,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00166.txt,2
21.638952,3.3749423,UMAP,coloured_noised_diana_1_00167,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00167.txt,2
20.152645,0.846511,UMAP,coloured_noised_diana_1_00168,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00168.txt,2
20.152822,0.8463792,UMAP,coloured_noised_diana_1_00169,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00169.txt,2
16.342518,0.63205415,UMAP,coloured_noised_diana_1_00170,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00170.txt,2
22.496677,-5.1033278,UMAP,coloured_noised_diana_1_00171,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00171.txt,2
22.502222,-5.0899534,UMAP,coloured_noised_diana_1_00172,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00172.txt,2
22.503439,-5.087736,UMAP,coloured_noised_diana_1_00173,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00173.txt,2
22.502968,-5.08839,UMAP,coloured_noised_diana_1_00174,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00174.txt,2
23.503912,-3.9905574,UMAP,coloured_noised_diana_1_00175,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00175.txt,2
23.503916,-3.9905674,UMAP,coloured_noised_diana_1_00176,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00176.txt,2
24.807657,2.6320941,UMAP,coloured_noised_diana_1_00177,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00177.txt,2
24.8105,2.6294146,UMAP,coloured_noised_diana_1_00178,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00178.txt,2
24.812838,2.6270576,UMAP,coloured_noised_diana_1_00179,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00179.txt,2
24.818619,2.6212287,UMAP,coloured_noised_diana_1_00180,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00180.txt,2
24.813253,2.6266298,UMAP,coloured_noised_diana_1_00181,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00181.txt,2
24.816648,2.6232085,UMAP,coloured_noised_diana_1_00182,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00182.txt,2
16.739372,-2.3207185,UMAP,coloured_noised_diana_1_00183,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00183.txt,2
16.746805,-2.3324769,UMAP,coloured_noised_diana_1_00184,360,360,G:\LOL ML project\mid_dataset\labels\coloured_noised_diana_1_00184.txt,2
