proj_x,proj_y,method,image_id,image_width,image_height,label_file,cluster_label
-28.520067,63.812912,TSNE,coloured_noised_diana_1_00051,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00051.txt,1
-20.227627,60.903698,TSNE,coloured_noised_diana_1_00052,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00052.txt,1
-24.286184,66.0487,TSNE,coloured_noised_diana_1_00053,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00053.txt,1
-28.975126,58.54816,TSNE,coloured_noised_diana_1_00054,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00054.txt,1
-25.777771,58.848415,TSNE,coloured_noised_diana_1_00055,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00055.txt,1
-26.316801,56.40991,TSNE,coloured_noised_diana_1_00056,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00056.txt,1
-29.41837,58.409668,TSNE,coloured_noised_diana_1_00057,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00057.txt,1
-26.29142,49.786087,TSNE,coloured_noised_diana_1_00058,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00058.txt,1
-23.954489,59.86874,TSNE,coloured_noised_diana_1_00059,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00059.txt,1
-20.016184,61.292175,TSNE,coloured_noised_diana_1_00060,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00060.txt,1
-24.379404,59.586674,TSNE,coloured_noised_diana_1_00061,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00061.txt,1
-27.275486,61.157124,TSNE,coloured_noised_diana_1_00062,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00062.txt,1
-22.570822,54.719234,TSNE,coloured_noised_diana_1_00063,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00063.txt,1
-18.396025,58.967426,TSNE,coloured_noised_diana_1_00064,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00064.txt,1
-22.115013,54.775627,TSNE,coloured_noised_diana_1_00065,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00065.txt,1
-23.78517,64.90812,TSNE,coloured_noised_diana_1_00066,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00066.txt,1
-33.866444,55.490223,TSNE,coloured_noised_diana_1_00067,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00067.txt,1
-36.767185,52.54648,TSNE,coloured_noised_diana_1_00068,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00068.txt,1
-36.983837,52.391968,TSNE,coloured_noised_diana_1_00069,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00069.txt,1
-38.05629,51.970497,TSNE,coloured_noised_diana_1_00070,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00070.txt,1
-39.05319,51.6052,TSNE,coloured_noised_diana_1_00071,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00071.txt,1
-40.015945,51.318096,TSNE,coloured_noised_diana_1_00072,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00072.txt,1
-40.754696,51.15163,TSNE,coloured_noised_diana_1_00073,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00073.txt,1
-41.16251,51.084217,TSNE,coloured_noised_diana_1_00074,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00074.txt,1
-41.853355,51.030544,TSNE,coloured_noised_diana_1_00075,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00075.txt,1
-42.44147,51.031845,TSNE,coloured_noised_diana_1_00076,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00076.txt,1
-43.24173,51.077545,TSNE,coloured_noised_diana_1_00077,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00077.txt,1
-43.901714,51.165497,TSNE,coloured_noised_diana_1_00078,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00078.txt,1
-44.64256,51.323853,TSNE,coloured_noised_diana_1_00079,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00079.txt,1
-45.321697,51.527557,TSNE,coloured_noised_diana_1_00080,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00080.txt,1
-45.99576,51.79351,TSNE,coloured_noised_diana_1_00081,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00081.txt,1
-46.92358,52.238995,TSNE,coloured_noised_diana_1_00082,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00082.txt,1
-47.539547,52.597656,TSNE,coloured_noised_diana_1_00083,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00083.txt,1
-48.219666,52.994,TSNE,coloured_noised_diana_1_00084,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00084.txt,1
-49.452312,53.994804,TSNE,coloured_noised_diana_1_00085,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00085.txt,1
-49.87066,54.701485,TSNE,coloured_noised_diana_1_00086,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00086.txt,1
-50.919014,55.35307,TSNE,coloured_noised_diana_1_00087,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00087.txt,1
-52.033154,55.902206,TSNE,coloured_noised_diana_1_00088,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00088.txt,1
-53.29235,55.900963,TSNE,coloured_noised_diana_1_00089,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00089.txt,1
-53.730087,55.879112,TSNE,coloured_noised_diana_1_00090,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00090.txt,1
-55.43871,55.68681,TSNE,coloured_noised_diana_1_00091,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00091.txt,1
-56.17244,55.62158,TSNE,coloured_noised_diana_1_00092,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00092.txt,1
-56.7121,55.3967,TSNE,coloured_noised_diana_1_00093,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00093.txt,1
-56.925514,55.76921,TSNE,coloured_noised_diana_1_00094,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00094.txt,1
-57.34867,55.250126,TSNE,coloured_noised_diana_1_00095,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00095.txt,1
-57.798332,55.70573,TSNE,coloured_noised_diana_1_00096,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00096.txt,1
-58.17027,55.131634,TSNE,coloured_noised_diana_1_00097,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00097.txt,1
-58.37101,55.479717,TSNE,coloured_noised_diana_1_00098,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00098.txt,1
-64.987434,45.011227,TSNE,coloured_noised_diana_1_00099,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00099.txt,1
-64.98412,45.414474,TSNE,coloured_noised_diana_1_00100,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00100.txt,1
-65.298485,45.731598,TSNE,coloured_noised_diana_1_00101,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00101.txt,1
-66.02936,45.402824,TSNE,coloured_noised_diana_1_00102,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00102.txt,1
-65.716835,45.73084,TSNE,coloured_noised_diana_1_00103,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00103.txt,1
-65.28045,44.702484,TSNE,coloured_noised_diana_1_00104,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00104.txt,1
-65.719,44.696636,TSNE,coloured_noised_diana_1_00105,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00105.txt,1
-65.97427,45.001163,TSNE,coloured_noised_diana_1_00106,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00106.txt,1
-79.586784,-25.726583,TSNE,coloured_noised_diana_1_00107,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00107.txt,2
-79.07398,-25.50641,TSNE,coloured_noised_diana_1_00108,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00108.txt,2
-79.19612,-26.26169,TSNE,coloured_noised_diana_1_00109,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00109.txt,2
-78.54087,-25.919722,TSNE,coloured_noised_diana_1_00110,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00110.txt,2
-78.62698,-26.534002,TSNE,coloured_noised_diana_1_00111,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00111.txt,2
-77.889336,-26.482183,TSNE,coloured_noised_diana_1_00112,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00112.txt,2
-77.74513,-27.04349,TSNE,coloured_noised_diana_1_00113,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00113.txt,2
-77.170494,-27.06963,TSNE,coloured_noised_diana_1_00114,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00114.txt,2
-76.84488,-27.480404,TSNE,coloured_noised_diana_1_00115,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00115.txt,2
-76.44039,-27.677675,TSNE,coloured_noised_diana_1_00116,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00116.txt,2
-75.7943,-28.094763,TSNE,coloured_noised_diana_1_00117,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00117.txt,2
-75.118706,-28.544939,TSNE,coloured_noised_diana_1_00118,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00118.txt,2
-74.81344,-28.871296,TSNE,coloured_noised_diana_1_00119,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00119.txt,2
-74.18149,-29.14731,TSNE,coloured_noised_diana_1_00120,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00120.txt,2
-73.93097,-29.595795,TSNE,coloured_noised_diana_1_00121,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00121.txt,2
-73.38339,-29.772133,TSNE,coloured_noised_diana_1_00122,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00122.txt,2
-72.897064,-30.323685,TSNE,coloured_noised_diana_1_00123,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00123.txt,2
-72.506805,-30.525862,TSNE,coloured_noised_diana_1_00124,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00124.txt,2
-71.963844,-31.03884,TSNE,coloured_noised_diana_1_00125,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00125.txt,2
-71.56432,-31.372362,TSNE,coloured_noised_diana_1_00126,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00126.txt,2
-70.90876,-31.953714,TSNE,coloured_noised_diana_1_00127,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00127.txt,2
-70.30845,-32.516357,TSNE,coloured_noised_diana_1_00128,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00128.txt,2
-69.83376,-32.950428,TSNE,coloured_noised_diana_1_00129,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00129.txt,2
-69.37723,-33.42789,TSNE,coloured_noised_diana_1_00130,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00130.txt,2
-68.67765,-34.23358,TSNE,coloured_noised_diana_1_00131,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00131.txt,2
-68.09485,-34.452557,TSNE,coloured_noised_diana_1_00132,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00132.txt,2
-67.718475,-34.849834,TSNE,coloured_noised_diana_1_00133,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00133.txt,2
-68.42927,-34.96953,TSNE,coloured_noised_diana_1_00134,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00134.txt,2
-67.85915,-35.363495,TSNE,coloured_noised_diana_1_00135,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00135.txt,2
-67.257385,-35.740894,TSNE,coloured_noised_diana_1_00136,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00136.txt,2
-66.543076,-36.52605,TSNE,coloured_noised_diana_1_00137,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00137.txt,2
-65.766266,-37.1492,TSNE,coloured_noised_diana_1_00138,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00138.txt,2
-66.20538,-36.978477,TSNE,coloured_noised_diana_1_00139,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00139.txt,2
-65.549614,-37.8239,TSNE,coloured_noised_diana_1_00140,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00140.txt,2
-65.281364,-37.62016,TSNE,coloured_noised_diana_1_00141,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00141.txt,2
-64.44078,-38.6043,TSNE,coloured_noised_diana_1_00142,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00142.txt,2
-63.82517,-39.1708,TSNE,coloured_noised_diana_1_00143,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00143.txt,2
-63.46395,-39.50866,TSNE,coloured_noised_diana_1_00144,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00144.txt,2
-63.270546,-39.660336,TSNE,coloured_noised_diana_1_00145,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00145.txt,2
-62.50794,-40.317757,TSNE,coloured_noised_diana_1_00146,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00146.txt,2
-61.447025,-41.215572,TSNE,coloured_noised_diana_1_00147,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00147.txt,2
-60.076965,-42.30835,TSNE,coloured_noised_diana_1_00148,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00148.txt,2
-60.34964,-41.68185,TSNE,coloured_noised_diana_1_00149,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00149.txt,2
-60.993416,-41.833794,TSNE,coloured_noised_diana_1_00150,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00150.txt,2
-60.54555,-42.296116,TSNE,coloured_noised_diana_1_00151,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00151.txt,2
-59.91284,-42.418804,TSNE,coloured_noised_diana_1_00152,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00152.txt,2
-54.869762,-46.84405,TSNE,coloured_noised_diana_1_00153,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00153.txt,2
-52.111225,-48.413994,TSNE,coloured_noised_diana_1_00154,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00154.txt,2
-53.143597,-46.81175,TSNE,coloured_noised_diana_1_00155,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00155.txt,2
-50.97113,-43.485382,TSNE,coloured_noised_diana_1_00156,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00156.txt,2
-54.17594,-47.208103,TSNE,coloured_noised_diana_1_00157,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00157.txt,2
-52.918747,-47.19001,TSNE,coloured_noised_diana_1_00158,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00158.txt,2
-54.272026,-47.36018,TSNE,coloured_noised_diana_1_00159,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00159.txt,2
-55.08227,-46.076126,TSNE,coloured_noised_diana_1_00160,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00160.txt,2
-53.42748,-45.720375,TSNE,coloured_noised_diana_1_00161,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00161.txt,2
-53.87351,-46.458096,TSNE,coloured_noised_diana_1_00162,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00162.txt,2
-53.427513,-47.69851,TSNE,coloured_noised_diana_1_00163,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00163.txt,2
-53.02852,-46.60491,TSNE,coloured_noised_diana_1_00164,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00164.txt,2
-51.386845,-43.524235,TSNE,coloured_noised_diana_1_00165,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00165.txt,2
-50.084698,-43.13278,TSNE,coloured_noised_diana_1_00166,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00166.txt,2
-49.779324,-42.77892,TSNE,coloured_noised_diana_1_00167,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00167.txt,2
-52.08169,-42.63053,TSNE,coloured_noised_diana_1_00168,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00168.txt,2
-51.542828,-44.069065,TSNE,coloured_noised_diana_1_00169,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00169.txt,2
-51.63587,-48.89452,TSNE,coloured_noised_diana_1_00170,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00170.txt,2
-52.52677,-52.43671,TSNE,coloured_noised_diana_1_00171,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00171.txt,2
-52.818336,-53.389397,TSNE,coloured_noised_diana_1_00172,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00172.txt,2
-52.8426,-53.94867,TSNE,coloured_noised_diana_1_00173,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00173.txt,2
-52.75632,-54.121754,TSNE,coloured_noised_diana_1_00174,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00174.txt,2
-53.648598,-54.081146,TSNE,coloured_noised_diana_1_00175,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00175.txt,2
-54.47927,-54.585438,TSNE,coloured_noised_diana_1_00176,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00176.txt,2
-56.369736,-56.04729,TSNE,coloured_noised_diana_1_00177,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00177.txt,2
-56.96524,-56.611137,TSNE,coloured_noised_diana_1_00178,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00178.txt,2
-57.46911,-55.911922,TSNE,coloured_noised_diana_1_00179,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00179.txt,2
-57.449,-56.853333,TSNE,coloured_noised_diana_1_00180,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00180.txt,2
-57.377964,-56.20077,TSNE,coloured_noised_diana_1_00181,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00181.txt,2
-57.79301,-56.443916,TSNE,coloured_noised_diana_1_00182,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00182.txt,2
-56.372047,-55.33457,TSNE,coloured_noised_diana_1_00183,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00183.txt,2
-55.4474,-54.593636,TSNE,coloured_noised_diana_1_00184,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00184.txt,2
-55.210983,-51.001293,TSNE,coloured_noised_diana_1_00185,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00185.txt,2
-50.97887,-48.50104,TSNE,coloured_noised_diana_1_00186,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00186.txt,2
-44.315254,-39.15405,TSNE,coloured_noised_diana_1_00187,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00187.txt,2
-45.468914,-38.38454,TSNE,coloured_noised_diana_1_00188,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00188.txt,2
-46.293198,-38.02598,TSNE,coloured_noised_diana_1_00189,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00189.txt,2
-45.248886,-38.851402,TSNE,coloured_noised_diana_1_00190,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00190.txt,2
-46.169632,-38.870064,TSNE,coloured_noised_diana_1_00191,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00191.txt,2
-46.80355,-38.095848,TSNE,coloured_noised_diana_1_00192,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00192.txt,2
-48.781677,-36.149364,TSNE,coloured_noised_diana_1_00193,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00193.txt,2
-49.383305,-35.26481,TSNE,coloured_noised_diana_1_00194,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00194.txt,2
-50.32105,-33.770996,TSNE,coloured_noised_diana_1_00195,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00195.txt,2
-50.805622,-32.89274,TSNE,coloured_noised_diana_1_00196,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00196.txt,2
-51.558422,-31.563917,TSNE,coloured_noised_diana_1_00197,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00197.txt,2
-52.27467,-30.176311,TSNE,coloured_noised_diana_1_00198,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00198.txt,2
-52.546814,-29.224388,TSNE,coloured_noised_diana_1_00199,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00199.txt,2
-52.77288,-28.551027,TSNE,coloured_noised_diana_1_00200,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00200.txt,2
-53.458447,-27.893953,TSNE,coloured_noised_diana_1_00201,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00201.txt,2
-53.036213,-27.994122,TSNE,coloured_noised_diana_1_00202,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00202.txt,2
-53.776527,-28.643085,TSNE,coloured_noised_diana_1_00203,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00203.txt,2
-53.90282,-28.143538,TSNE,coloured_noised_diana_1_00204,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00204.txt,2
-53.32233,-28.90581,TSNE,coloured_noised_diana_1_00205,360,360,..\mid_dataset\labels\coloured_noised_diana_1_00205.txt,2
